S_SRNUMBER1,M_RECORD_TYPE,M_RECORD_STATUS,M_CALL_RESULT,CIRCLE,Contacted / Not Contacted,Retained / Not Retained,RetainedCode,REGION,ZONE,Source,CC_REASON,CC_SUBREASON,Customer Segment,Service Segment,Customer Class
82991304,General,Updated,Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,AES Email,Low/No Usage,Temporary Requirement,Business,Platinum,Commercial
82991304,General,Updated,Dropped on No Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,AES Email,Low/No Usage,Temporary Requirement,Business,Platinum,Commercial
82991594,General,Ready,Others,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Email,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Home
82991594,General,Updated,Dropped on No Answer,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Email,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Home
82991814,General,Updated,No Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Voice Call,Network Experience,Browsing Experience,Consumer,GoldNew,Individual
82991896,General,Updated,No Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Coimbatore,Walkin,Low/No Usage,User Shifting,Consumer,Platinum,Individual
82992018,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Shifting Rejects,Shifting,Already taken a competition connection,Business,Platinum,Commercial
82992480,General,Updated,SIT RO,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
82992510,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch/ Project Closed,Consumer,Platinum,Individual
82992554,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,Voice Call,Price Hike,Price Hike,Business,Platinum,Commercial
82992554,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,Voice Call,Price Hike,Price Hike,Business,Platinum,Commercial
82993546,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Hubli,HUBLI,Walkin,Bill Related Issues,Paid but Payment not Reflecting,Consumer,Gold,Commercial
82993546,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Hubli,HUBLI,Walkin,Bill Related Issues,Paid but Payment not Reflecting,Consumer,Gold,Commercial
82993658,General,Updated,Answer,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Voice Call,Shifting,Already taken a competition connection,Consumer,Platinum,Home
82993658,General,Updated,Dropped on No Answer,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Voice Call,Shifting,Already taken a competition connection,Consumer,Platinum,Home
82994028,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Gold,Commercial
82994082,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,Email,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Home
82994082,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,Email,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Home
82994188,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE3,Walkin,Low/No Usage,Excess Line,Consumer,Platinum,Home
82994302,General,Updated,No Answer,Kerala,Contacted,Flow to Field,,Ernakulam,Ernakulam,Appellate email,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
82995104,General,Updated,No Answer,Tamilnadu,Contacted,Flow to Field,,Chennai,ZONE4,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Individual
82995228,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Voice Call,Shifting,Shifting abroad,Consumer,Platinum,Home
82995478,General,Updated,Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,Email,Network Experience,Browsing Experience,Consumer,Platinum,Home
82995478,General,Updated,No Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,Email,Network Experience,Browsing Experience,Consumer,Platinum,Home
82995692,General,Updated,Answer,Andhra Pradesh,Contacted,Flow to Field,,Hyderabad,Hyderabad Zone1,Voice Call,Low/No Usage,Temporary Requirement,Business,Platinum,Commercial
82995834,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Coimbatore,Email,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
82995902,General,Updated,Answer,Maharashtra,Contacted,Flow to Field,,PUNE,Pune,Email,Network Experience,Browsing Experience,Consumer,Gold,Home
82995902,General,Updated,Dropped on No Answer,Maharashtra,Contacted,Flow to Field,,PUNE,Pune,Email,Network Experience,Browsing Experience,Consumer,Gold,Home
82996218,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
82996410,General,Updated,Answer,Gujarat,Not Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Walkin,Low/No Usage,Family member using net has moved out,Consumer,Gold,Home
82996436,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Voice Call,Low/No Usage,Family member using net has moved out,Consumer,Gold,Home
82996694,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,Chennai,ZONE4,Whitemail,Shifting,Shifting abroad,Consumer,Platinum,Individual
82997016,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,Shifting Rejects,Shifting,Customer doesn't want to shift due to plan change,Consumer,Platinum,Commercial
82997018,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Coimbatore,Coimbatore,Voice Call,Low/No Usage,Branch Closed,Consumer,Gold,Individual
82997212,General,Updated,Answer,Gujarat,Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Walkin,Low/No Usage,Temporary Requirement,Consumer,Gold,Home
82997268,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Mysore,Mysore,Email,Shifting,Already taken a new airtel connection,Consumer,Gold,Home
82997288,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
82997288,General,Updated,No Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
82997422,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Voice Call,Low/No Usage,User Shifting,Consumer,Platinum,Home
82997422,General,Updated,Dropped on No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Voice Call,Low/No Usage,User Shifting,Consumer,Platinum,Home
82997534,General,Updated,No Answer,Kerala,Contacted,Flow to Field,,Calicut,Calicut,Walkin,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
82997618,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,TRICHY,Trichy,Voice Call,Low/No Usage,Family member using net has moved out,Consumer,GoldNew,Individual
82997748,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Competition,BSNL - 1MBPS Throttle Speed,Consumer,Gold,Home
82997748,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Competition,BSNL - 1MBPS Throttle Speed,Consumer,Gold,Home
82997824,General,Updated,Answer,Gujarat,Not Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,GoldNew,Home
82997828,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE4,Out Call,Low/No Usage,Taken a competition connection,Business,Platinum,Commercial
82998120,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
82998180,General,Updated,Dropped on No Answer,Kerala,Contacted,Flow to Field,,Ernakulam,Ernakulam,Voice Call,Low/No Usage,Branch/ Project Closed,Consumer,Platinum,Commercial
82998398,General,Updated,Answer,Mumbai,Not Contacted,Flow to Field,,Others,Central Mumbai,AES Email,Low/No Usage,Taken a new airtel connection,Business,Platinum,Commercial
82998398,General,Updated,Dropped on No Answer,Mumbai,Not Contacted,Flow to Field,,Others,Central Mumbai,AES Email,Low/No Usage,Taken a new airtel connection,Business,Platinum,Commercial
82998554,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Voice Call,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Individual
82998852,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
82999318,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,MADURAI,Nagercoil,Voice Call,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Commercial
82999340,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Flow to Field,,MADURAI,Nagercoil,Voice Call,Low/No Usage,Business Downsizing / Closed,Consumer,Platinum,Home
82999376,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Voice Call,Low/No Usage,Excess Line,Consumer,Platinum,Individual
82999454,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Flow to Field,,Chennai,ZONE3,Email,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
82999634,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,Coimbatore,Tirrupur,Walkin,Low/No Usage,Family member using net has moved out,Consumer,GoldNew,Individual
82999764,General,Updated,Answer,Gujarat,Not Contacted,Flow to Field,,AHMEDABAD,Ahmedabad,Walkin,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
82999960,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Coimbatore,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
83000354,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Voice Call,Bill Related Issues,Bill higher than Expected,Consumer,Platinum,Home
83000354,General,Updated,No Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Voice Call,Bill Related Issues,Bill higher than Expected,Consumer,Platinum,Home
83000434,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Shifting,Shifting abroad,Consumer,Platinum,Individual
83000452,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Email,Shifting,Shifting abroad,Consumer,Platinum,Home
83000514,General,Updated,Answer,Andhra Pradesh,Contacted,Flow to Field,,Hyderabad,Hyderabad Zone1,Appellate email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Gold,Individual
83000532,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,Voice Call,Low/No Usage,Branch Closed,Consumer,Platinum,Home
83000532,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,Voice Call,Low/No Usage,Branch Closed,Consumer,Platinum,Home
83000544,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,Central Mumbai,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83000780,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Voice Call,Shifting,Already taken a competition connection,Consumer,GoldNew,Individual
83000780,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Voice Call,Shifting,Already taken a competition connection,Consumer,GoldNew,Individual
83000850,General,Updated,Dropped on No Answer,Mumbai,Contacted,Flow to Field,,Others,West Mumbai,AES Email,Low/No Usage,Branch/ Project Closed,Business,Platinum,Commercial
83000850,General,Updated,Answer,Mumbai,Contacted,Flow to Field,,Others,West Mumbai,AES Email,Low/No Usage,Branch/ Project Closed,Business,Platinum,Commercial
83000908,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Email,Affordability Issue,Financial Inability,Consumer,Platinum,Individual
83000908,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Email,Affordability Issue,Financial Inability,Consumer,Platinum,Individual
83001058,General,Updated,Abandoned,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Shifting Rejects,Shifting,Shifting to non-wired area,Consumer,Platinum,Individual
83001058,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Shifting Rejects,Shifting,Shifting to non-wired area,Consumer,Platinum,Individual
83001088,General,Updated,Dropped on No Answer,Mumbai,Not Contacted,Flow to Field,,Others,Central Mumbai,Email,Low/No Usage,Temporary Requirement,Consumer,Gold,Home
83001088,General,Updated,Answer,Mumbai,Not Contacted,Flow to Field,,Others,Central Mumbai,Email,Low/No Usage,Temporary Requirement,Consumer,Gold,Home
83001088,General,Updated,No Answer,Mumbai,Not Contacted,Flow to Field,,Others,Central Mumbai,Email,Low/No Usage,Temporary Requirement,Consumer,Gold,Home
83001128,General,Updated,SIT RO,Tamilnadu,Contacted,Retained,,Coimbatore,Tirrupur,Voice Call,Bill Related Issues,Excess Billing / Bill Spike - Data Usage,Consumer,Platinum,Individual
83001128,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Coimbatore,Tirrupur,Voice Call,Bill Related Issues,Excess Billing / Bill Spike - Data Usage,Consumer,Platinum,Individual
83001512,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83001512,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83001640,General,Updated,Abandoned,Tamilnadu,Contacted,Flow to Field,,Chennai,ZONE4,Walkin,Price Hike,Price Hike,Consumer,Gold,Commercial
83001640,General,Updated,No Answer,Tamilnadu,Contacted,Flow to Field,,Chennai,ZONE4,Walkin,Price Hike,Price Hike,Consumer,Gold,Commercial
83001806,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Email,Network Experience,Browsing Experience,Consumer,Platinum,Individual
83002056,General,Updated,Answer,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone2,Email,Low/No Usage,Temporary Requirement,Consumer,Gold,Commercial
83002344,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Flow to Field,,Others,ZONE2,Voice Call,Competition,Delay in Fault n Repair,Consumer,Gold,Commercial
83002344,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Flow to Field,,Others,ZONE2,Voice Call,Competition,Delay in Fault n Repair,Consumer,Gold,Commercial
83002616,General,Updated,Abandoned,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,Email,Bill Related Issues,Bill higher than Expected,Business,Gold,Commercial
83002616,General,Updated,Answer,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,Email,Bill Related Issues,Bill higher than Expected,Business,Gold,Commercial
83002644,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83002644,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83002658,General,Updated,SIT Invalid Num,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone1,Email,Low/No Usage,Family member using net has moved out,Consumer,Gold,Individual
83002658,General,Updated,Answer,Andhra Pradesh,Not Contacted,Flow to Field,,Hyderabad,Hyderabad Zone1,Email,Low/No Usage,Family member using net has moved out,Consumer,Gold,Individual
83002660,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Others,ZONE2,Email,Competition,"Lower Rental, better benefits by competition",Consumer,Platinum,Individual
83002660,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Others,ZONE2,Email,Competition,"Lower Rental, better benefits by competition",Consumer,Platinum,Individual
83002702,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Others,ZONE2,Voice Call,Network Experience,Browsing Experience,Consumer,Platinum,Home
83002702,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Others,ZONE2,Voice Call,Network Experience,Browsing Experience,Consumer,Platinum,Home
83002980,General,Updated,Dropped on No Answer,Mumbai,Contacted,Flow to Field,,Others,South Mumbai,Out Call,Shifting,Already taken a competition connection,Consumer,Gold,Home
83002980,General,Updated,Answer,Mumbai,Contacted,Flow to Field,,Others,South Mumbai,Out Call,Shifting,Already taken a competition connection,Consumer,Gold,Home
83002980,General,Updated,No Answer,Mumbai,Contacted,Flow to Field,,Others,South Mumbai,Out Call,Shifting,Already taken a competition connection,Consumer,Gold,Home
83002990,General,Updated,Abandoned,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,Voice Call,Low/No Usage,Usage shifted to Mobile/Dongle/Data card,Consumer,Platinum,Home
83002990,General,Updated,Abandoned,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,Voice Call,Low/No Usage,Usage shifted to Mobile/Dongle/Data card,Consumer,Platinum,Home
83002990,General,Updated,Abandoned,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,Voice Call,Low/No Usage,Usage shifted to Mobile/Dongle/Data card,Consumer,Platinum,Home
83003196,General,Updated,Dropped on No Answer,Kerala,Contacted,Flow to Field,,Trivandrum,Trivandrum,Appellate email,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Business,Gold,Small Enterprise
